QueryNumber;DocInfos
9;[87, '189', 0.049753771855776174]
9;[88, '60', 0.04935797506425538]
9;[89, '943', 0.049340111517739725]
9;[90, '603', 0.0492470656054726]
9;[91, '724', 0.04816820941968626]
9;[92, '405', 0.04781141022400711]
9;[93, '722', 0.04760149390445791]
9;[94, '133', 0.04746371435700274]
9;[95, '1215', 0.04744914996536431]
9;[96, '226', 0.04737408336821948]
9;[97, '263', 0.04670285266177213]
9;[98, '564', 0.04622939998948324]
9;[99, '332', 0.045808315642450664]
9;[100, '440', 0.04548112449856832]
9;[101, '990', 0.045018568752974004]
9;[102, '297', 0.04471915059834678]
9;[103, '432', 0.04464845221685483]
9;[104, '666', 0.04411414228615069]
9;[105, '719', 0.04381018231141973]
9;[106, '331', 0.04358667071913367]
9;[107, '684', 0.0424544457006393]
9;[108, '184', 0.04214839805909355]
9;[109, '779', 0.041206269487266745]
9;[110, '386', 0.041204036139761556]
9;[111, '934', 0.04113666497138824]
9;[112, '98', 0.03991448215969675]
9;[113, '1109', 0.039696691334516004]
9;[114, '1043', 0.03947930466200898]
9;[115, '1122', 0.03939184438908448]
9;[116, '516', 0.03908660008532868]
9;[117, '373', 0.0386990496715616]
9;[118, '1096', 0.03855908110071306]
9;[119, '935', 0.03838329008984138]
9;[120, '276', 0.038103630069334364]
9;[121, '1017', 0.03806721646922186]
9;[122, '658', 0.03787353580328514]
9;[123, '1113', 0.03778910576814196]
9;[124, '776', 0.03763117703012884]
9;[125, '364', 0.036976246728061685]
9;[126, '317', 0.036806757175792224]
9;[127, '398', 0.03664754574982945]
9;[128, '498', 0.03641820154555184]
9;[129, '72', 0.03639060529296654]
9;[130, '889', 0.03596364786190896]
9;[131, '283', 0.035800555161461446]
9;[132, '699', 0.03567142193630932]
9;[133, '278', 0.035168135873893266]
9;[134, '599', 0.03511924361935012]
9;[135, '266', 0.03509431552214072]
9;[136, '845', 0.03454425502858468]
9;[137, '550', 0.03438104163246383]
9;[138, '964', 0.03432833598766033]
9;[139, '538', 0.03428525138438371]
9;[140, '601', 0.033965244827511884]
9;[141, '392', 0.03341007861633226]
9;[142, '335', 0.03326780699788717]
9;[143, '67', 0.03318274975685871]
9;[144, '1004', 0.032407397904068554]
9;[145, '1112', 0.03231430144262183]
9;[146, '73', 0.03141597015978991]
9;[147, '490', 0.03127025825563067]
9;[148, '872', 0.031167055221185614]
9;[149, '1201', 0.03098029562563403]
9;[150, '461', 0.030907978470469232]
9;[151, '804', 0.030661895386943812]
9;[152, '488', 0.030516506193129365]
9;[153, '1028', 0.03043533356647382]
9;[154, '1169', 0.030246433410396564]
9;[155, '129', 0.03019522434871931]
9;[156, '811', 0.03009104308735843]
9;[157, '495', 0.029864964520366948]
9;[158, '920', 0.029604609246860092]
9;[159, '968', 0.02935856213142287]
9;[160, '34', 0.029271937177031863]
9;[161, '1000', 0.029249772282010696]
9;[162, '1237', 0.029176902046309693]
9;[163, '830', 0.029127163164417352]
9;[164, '1194', 0.028852111281991118]
9;[165, '322', 0.02825829188487453]
9;[166, '61', 0.0281835627098445]
9;[167, '202', 0.028152081381040542]
9;[168, '1134', 0.027657797865367352]
9;[169, '1147', 0.02757537646171509]
9;[170, '359', 0.027442679206420763]
9;[171, '370', 0.027374666306634786]
9;[172, '650', 0.027306188815279436]
9;[173, '511', 0.02727756241011838]
9;[174, '552', 0.027218418971642906]
9;[175, '944', 0.027199523163054278]
9;[176, '896', 0.02706828563545014]
9;[177, '949', 0.026821001962767033]
9;[178, '973', 0.02677614894128216]
9;[179, '387', 0.026700568530499246]
9;[180, '905', 0.026677362599194662]
9;[181, '643', 0.026655761246689183]
9;[182, '1093', 0.026479654299669534]
9;[183, '460', 0.02631415256811431]
9;[184, '840', 0.026235334274885176]
9;[185, '617', 0.0262307385845931]
9;[186, '983', 0.026195979159473432]
9;[187, '69', 0.026187382326438954]
9;[188, '816', 0.025738156623189012]
9;[189, '295', 0.025673557027640383]
9;[190, '46', 0.02537846852928615]
9;[191, '559', 0.02531491501913382]
9;[192, '1130', 0.02500078302953892]
9;[193, '343', 0.024876394956733744]
9;[194, '76', 0.02476556640742471]
9;[195, '620', 0.02449604311818194]
9;[196, '835', 0.02421340938656704]
9;[197, '57', 0.024062393445594712]
9;[198, '262', 0.023893320148021056]
9;[199, '764', 0.023863698904451783]
9;[200, '437', 0.023693525432117037]
9;[201, '205', 0.02361050878749849]
9;[202, '748', 0.02330134064127743]
9;[203, '909', 0.023256022515327792]
9;[204, '32', 0.02317433812176872]
9;[205, '580', 0.022915077920406424]
9;[206, '5', 0.022409808793878324]
9;[207, '345', 0.02232664676977177]
9;[208, '120', 0.022259403441681605]
9;[209, '1083', 0.022203015030920016]
9;[210, '1197', 0.022183771823520288]
9;[211, '64', 0.022066412703253057]
9;[212, '673', 0.02191247153313827]
9;[213, '217', 0.02190674403313719]
9;[214, '502', 0.02170147524308046]
9;[215, '613', 0.021669437815595282]
9;[216, '1161', 0.021637907712449413]
9;[217, '1075', 0.02147858529765411]
9;[218, '492', 0.021435028468933]
9;[219, '738', 0.021362890982277786]
9;[220, '172', 0.021208590453520994]
9;[221, '325', 0.021182024147028862]
9;[222, '208', 0.021059286125802455]
9;[223, '2', 0.021053188097099808]
9;[224, '483', 0.020988797958124174]
9;[225, '1233', 0.020953727069333235]
9;[226, '170', 0.020898425108983147]
9;[227, '342', 0.020875156577666566]
9;[228, '207', 0.020441993253484055]
9;[229, '299', 0.020402148201940667]
9;[230, '423', 0.02037472321935395]
9;[231, '365', 0.020285782717231814]
9;[232, '182', 0.020209516511355177]
9;[233, '1062', 0.02018819187572975]
9;[234, '941', 0.02017737268304795]
9;[235, '125', 0.01961380794816559]
9;[236, '623', 0.019561008973461653]
9;[237, '433', 0.019271042143991442]
9;[238, '808', 0.019218347610102625]
9;[239, '155', 0.01917682610782965]
9;[240, '235', 0.018940336638939275]
9;[241, '326', 0.01889911485367984]
9;[242, '517', 0.01880059054379328]
9;[243, '243', 0.018773199720683992]
9;[244, '156', 0.01876838379736221]
9;[245, '537', 0.0187153058509756]
9;[246, '661', 0.01865753594531516]
9;[247, '596', 0.018512177951520783]
9;[248, '424', 0.01850752026618639]
9;[249, '431', 0.018473567023422253]
9;[250, '250', 0.01845560116159847]
9;[251, '1005', 0.018401123071481944]
9;[252, '237', 0.018248079117166815]
9;[253, '1051', 0.01807666289101546]
9;[254, '977', 0.017880078493693333]
9;[255, '37', 0.01780603939897409]
9;[256, '268', 0.017766037902906828]
9;[257, '1118', 0.01766647236761908]
9;[258, '682', 0.017568322060893385]
9;[259, '422', 0.01749839767784729]
9;[260, '653', 0.01734138760134431]
9;[261, '664', 0.017321182300724273]
9;[262, '292', 0.01728650263524691]
9;[263, '372', 0.017214698656825733]
9;[264, '38', 0.01716745498046921]
9;[265, '803', 0.017115508035753083]
9;[266, '915', 0.017106628051974333]
9;[267, '928', 0.01700089192646857]
9;[268, '1031', 0.016961068813251656]
9;[269, '27', 0.016825335560527416]
9;[270, '777', 0.016795798608935285]
9;[271, '254', 0.016655487560760407]
9;[272, '203', 0.016633580609997034]
9;[273, '727', 0.01648118658846612]
9;[274, '882', 0.016245213372823353]
9;[275, '1008', 0.016226304865026457]
9;[276, '921', 0.01611732985677385]
9;[277, '1007', 0.01600225894045848]
9;[278, '787', 0.01594624820845344]
9;[279, '1226', 0.01594001610867229]
9;[280, '84', 0.015896013046266404]
9;[281, '479', 0.015812853413890642]
9;[282, '861', 0.01580036743861245]
9;[283, '163', 0.01579927645056184]
9;[284, '192', 0.015632423679061]
9;[285, '733', 0.015493971708701154]
9;[286, '1163', 0.015486199340817188]
9;[287, '984', 0.015266059376117181]
9;[288, '328', 0.015233673007031528]
9;[289, '1060', 0.015145150745620426]
9;[290, '248', 0.01509195584499916]
9;[291, '472', 0.015069948033457842]
9;[292, '388', 0.01501922627063548]
9;[293, '154', 0.014980760811562336]
9;[294, '212', 0.014877361164442434]
9;[295, '160', 0.014876577405561076]
9;[296, '891', 0.014823974809027958]
9;[297, '924', 0.014797023804014597]
9;[298, '491', 0.014699416013626076]
9;[299, '221', 0.014674788181477359]
9;[300, '1232', 0.014649985373976177]
9;[301, '605', 0.014610393203887883]
9;[302, '937', 0.014577248498694344]
9;[303, '489', 0.014542410717634855]
9;[304, '394', 0.014365408332007551]
9;[305, '568', 0.014339216001741829]
9;[306, '265', 0.014326666030861352]
9;[307, '148', 0.014315329399005013]
9;[308, '13', 0.014291317775068535]
9;[309, '25', 0.014158147999391163]
9;[310, '592', 0.013995242345143447]
9;[311, '406', 0.013980403827193094]
9;[312, '153', 0.01382938374069519]
9;[313, '271', 0.013752769048174178]
9;[314, '11', 0.013614243228863577]
9;[315, '965', 0.013585404676977325]
9;[316, '1091', 0.013494064036147438]
9;[317, '704', 0.013433229421857365]
9;[318, '190', 0.013350640287073825]
9;[319, '570', 0.01334574768105936]
9;[320, '788', 0.013328120898138627]
9;[321, '518', 0.013264223084168747]
9;[322, '503', 0.013229853731345366]
9;[323, '585', 0.013189298373020372]
9;[324, '898', 0.013113666548942759]
9;[325, '20', 0.013025830605735223]
9;[326, '731', 0.013010495283550338]
9;[327, '446', 0.01300459019954467]
9;[328, '593', 0.012938706598228742]
9;[329, '340', 0.012844406448736136]
9;[330, '1019', 0.012789176758810613]
9;[331, '135', 0.012766380016382355]
9;[332, '200', 0.012674226105460611]
9;[333, '473', 0.012648125818827755]
9;[334, '925', 0.012615744572981688]
9;[335, '352', 0.012599673530339816]
9;[336, '967', 0.012580899860418084]
9;[337, '790', 0.012544217864379946]
9;[338, '183', 0.012523899806022384]
9;[339, '195', 0.012457205417620283]
9;[340, '563', 0.012430815731093845]
9;[341, '855', 0.012424337903431303]
9;[342, '1131', 0.012279219998163936]
9;[343, '668', 0.012257204245301063]
9;[344, '241', 0.01220806787024344]
9;[345, '703', 0.012194263084742094]
9;[346, '504', 0.01214688522626495]
9;[347, '1144', 0.012132449292539236]
9;[348, '102', 0.012129938255822122]
9;[349, '571', 0.012110423444577583]
9;[350, '865', 0.012098208459411333]
9;[351, '614', 0.012004904449909828]
9;[352, '1039', 0.012000238802237606]
9;[353, '768', 0.011865009554199474]
9;[354, '880', 0.011834172639864159]
9;[355, '1151', 0.01182585830477695]
9;[356, '425', 0.01182471827619844]
9;[357, '442', 0.011637236421690266]
9;[358, '1076', 0.011569182239896891]
9;[359, '1132', 0.011568921328503706]
9;[360, '380', 0.01155415242743072]
9;[361, '1077', 0.011544948312364618]
9;[362, '417', 0.01140953910548381]
9;[363, '627', 0.011409245455053271]
9;[364, '822', 0.011370301385876748]
9;[365, '501', 0.01126711580285305]
9;[366, '136', 0.011233517283855755]
9;[367, '745', 0.011230391590186324]
9;[368, '377', 0.011171275991559787]
9;[369, '1171', 0.011155220664906297]
9;[370, '1105', 0.011091844063459953]
9;[371, '1084', 0.011079852903231099]
9;[372, '319', 0.011034867593963748]
9;[373, '103', 0.010957090520460249]
9;[374, '762', 0.010951599614245515]
9;[375, '901', 0.010933166443992174]
9;[376, '124', 0.010905625048220595]
9;[377, '732', 0.010897070267634116]
9;[378, '701', 0.01086667649505515]
9;[379, '81', 0.010831172771940716]
9;[380, '95', 0.010823888370215924]
9;[381, '457', 0.010807677965956101]
9;[382, '541', 0.010725844221441952]
9;[383, '849', 0.01070271813292937]
9;[384, '525', 0.010686182948366816]
9;[385, '1135', 0.010620586447440097]
9;[386, '607', 0.010531453719227627]
9;[387, '118', 0.010525118671543432]
9;[388, '481', 0.010508919245789086]
9;[389, '286', 0.010458095981359668]
9;[390, '914', 0.010296606718770284]
9;[391, '70', 0.010289465633010232]
9;[392, '1119', 0.010230454744167432]
9;[393, '988', 0.010220154127384405]
9;[394, '272', 0.010023566226686488]
9;[395, '346', 0.009990360190036622]
9;[396, '486', 0.009883505639315164]
9;[397, '213', 0.009864849804935903]
9;[398, '515', 0.009836663590972256]
9;[399, '1185', 0.00981509804741251]
9;[400, '931', 0.009809291872921741]
9;[401, '696', 0.009784996079855193]
9;[402, '134', 0.009725824814655995]
9;[403, '751', 0.009675073254272321]
9;[404, '307', 0.009620682157692689]
9;[405, '714', 0.009574896566767247]
9;[406, '679', 0.009539521386926493]
9;[407, '349', 0.009505969724564217]
9;[408, '107', 0.009299825278214092]
9;[409, '791', 0.00925879016663787]
9;[410, '533', 0.009250140840604349]
9;[411, '1188', 0.009194756405667545]
9;[412, '947', 0.009141685568695669]
9;[413, '62', 0.0090887569972377]
9;[414, '219', 0.00878123929625031]
9;[415, '93', 0.008772544994183104]
9;[416, '674', 0.008661870756770327]
9;[417, '43', 0.00862382019105334]
9;[418, '885', 0.008581811361368418]
9;[419, '1238', 0.008553031514816834]
9;[420, '800', 0.008544444887443681]
9;[421, '334', 0.008477327236438797]
9;[422, '320', 0.008448688253802733]
9;[423, '1099', 0.008429308162486783]
9;[424, '867', 0.008364296047692904]
9;[425, '270', 0.008329921134381758]
9;[426, '755', 0.008324651963609354]
9;[427, '281', 0.008310030478080203]
9;[428, '304', 0.008268449466223677]
9;[429, '519', 0.008261304589883724]
9;[430, '597', 0.00823994470296189]
9;[431, '1041', 0.008148195286600652]
9;[432, '622', 0.008139843667352762]
9;[433, '986', 0.008107572461648541]
9;[434, '305', 0.007977033954083232]
9;[435, '1116', 0.007851956698683162]
9;[436, '969', 0.0078065007900496005]
9;[437, '1193', 0.0076718664157232105]
9;[438, '415', 0.0076616913698963314]
9;[439, '573', 0.007498505490891142]
9;[440, '104', 0.007329731498467361]
9;[441, '963', 0.007244639628816276]
9;[442, '47', 0.007225378008038714]
9;[443, '484', 0.007124737239896405]
9;[444, '1129', 0.006902552384029105]
9;[445, '508', 0.006877143118608312]
9;[446, '710', 0.006875748581166098]
9;[447, '1034', 0.006707534158749624]
9;[448, '886', 0.006687774472190007]
9;[449, '144', 0.006667316275207557]
9;[450, '522', 0.006551792600974303]
9;[451, '368', 0.006225112474560647]
9;[452, '201', 0.006175349217668563]
9;[453, '141', 0.006166281363032623]
9;[454, '955', 0.0060601586423877285]
9;[455, '1199', 0.005987276886639323]
9;[456, '1204', 0.005210440450621396]
9;[457, '956', 0.004759523892299349]
9;[458, '1003', 0.004751728639538607]
9;[459, '667', 0.004738916549165332]
9;[460, '606', 0.004156721191833588]
9;[461, '660', 0.0035838238666239183]
9;[462, '244', 0.003534399951049682]
10;[1, '1108', 0.3244914214429909]
10;[2, '414', 0.3187437336545852]
10;[3, '676', 0.2738712553283662]
10;[4, '1190', 0.2507103947170632]
10;[5, '157', 0.24973830903373084]
10;[6, '878', 0.24760183156950466]
10;[7, '159', 0.19047205171515047]
10;[8, '296', 0.1861731381201668]
10;[9, '1234', 0.1833485346826736]
10;[10, '510', 0.18240149289459015]
10;[11, '165', 0.17690443279847498]
10;[12, '1218', 0.17270463468835479]
10;[13, '1106', 0.1686763569780013]
10;[14, '581', 0.16627455779770928]
10;[15, '438', 0.16498167373031566]
10;[16, '326', 0.16082734656850134]
10;[17, '1180', 0.15910194295431793]
10;[18, '794', 0.14863992318953642]
10;[19, '963', 0.13304938506455002]
10;[20, '1115', 0.12762020364185983]
10;[21, '126', 0.12569775974589464]
10;[22, '914', 0.12450498238266028]
10;[23, '1239', 0.12111648484796449]
10;[24, '1107', 0.118964491955957]
10;[25, '90', 0.11144077540381239]
10;[26, '767', 0.11136077167938443]
10;[27, '974', 0.10833121307132587]
10;[28, '1165', 0.10514905578255122]
10;[29, '943', 0.10454034882057113]
10;[30, '897', 0.10319282035403013]
10;[31, '806', 0.10214088252446137]
10;[32, '799', 0.10010736225954554]
10;[33, '985', 0.09985534296547356]
10;[34, '992', 0.09823963978499173]
10;[35, '1171', 0.09610337833293797]
10;[36, '468', 0.09502901372339305]
10;[37, '27', 0.09231759549117464]
10;[38, '81', 0.09219510781241025]
10;[39, '1066', 0.08825242927916377]
10;[40, '945', 0.0882128277807579]
10;[41, '389', 0.08623938973481919]
10;[42, '936', 0.08439964854869914]
10;[43, '804', 0.08229269364901812]
10;[44, '1071', 0.08083943661193062]
10;[45, '473', 0.08067851457710554]
10;[46, '1112', 0.08045970709655326]
10;[47, '19', 0.07954048682823926]
10;[48, '715', 0.07941926277737954]
10;[49, '823', 0.07745279586717914]
10;[50, '906', 0.0766938801056698]
10;[51, '238', 0.07496584768452866]
10;[52, '498', 0.07342099140643343]
10;[53, '1080', 0.07307582025626048]
10;[54, '660', 0.07264401772173112]
10;[55, '1102', 0.07217373806292089]
10;[56, '987', 0.07019608826015743]
10;[57, '728', 0.07012445496611093]
10;[58, '135', 0.07006109068381192]
10;[59, '538', 0.06985115557083385]
10;[60, '1111', 0.0689919774037766]
10;[61, '452', 0.06863452459791117]
10;[62, '989', 0.0668496394687144]
10;[63, '1101', 0.06676007560481727]
10;[64, '1215', 0.06655666954780086]
10;[65, '163', 0.06542743471863997]
10;[66, '413', 0.06536185199884219]
10;[67, '1093', 0.06524213389405838]
10;[68, '698', 0.06385245846640754]
10;[69, '441', 0.06380986814220492]
10;[70, '516', 0.06362524069288779]
10;[71, '376', 0.0635339762030358]
10;[72, '472', 0.06240716429373557]
10;[73, '708', 0.0612792434670416]
10;[74, '392', 0.06110503436786971]
10;[75, '603', 0.06031509103138769]
10;[76, '959', 0.060295428234265126]
10;[77, '541', 0.05996846490019326]
10;[78, '657', 0.05970394510496439]
10;[79, '265', 0.059345107576995154]
10;[80, '373', 0.05899322807782566]
10;[81, '687', 0.058807839667659206]
10;[82, '734', 0.05798382460962063]
10;[83, '75', 0.056971732718984106]
10;[84, '1015', 0.05661193205692215]
10;[85, '1223', 0.05626167313091763]
10;[86, '62', 0.05589701594530132]
10;[87, '1091', 0.055896234347265275]
10;[88, '437', 0.05568297200167764]
10;[89, '370', 0.05516837471037282]
10;[90, '347', 0.05501741993879576]
10;[91, '369', 0.05375286038051728]
10;[92, '315', 0.0535974243499623]
10;[93, '725', 0.05354991399467419]
10;[94, '912', 0.052824167385489645]
10;[95, '31', 0.05245747195127635]
10;[96, '458', 0.05228156940801018]
10;[97, '61', 0.05226490137781662]
10;[98, '670', 0.05222613524284366]
10;[99, '195', 0.05160127234242199]
10;[100, '696', 0.05146293004367716]
10;[101, '219', 0.0510934131521025]
10;[102, '362', 0.05100836298074266]
10;[103, '1078', 0.05082028173929066]
10;[104, '1062', 0.05079270991695317]
10;[105, '684', 0.05069151395559204]
10;[106, '1188', 0.05044997762123057]
10;[107, '349', 0.05000604158068757]
10;[108, '386', 0.049752179495637955]
10;[109, '429', 0.04913622977506463]
10;[110, '55', 0.049029070202347966]
10;[111, '188', 0.04887260486554638]
10;[112, '579', 0.04886277804098989]
10;[113, '1189', 0.04877920647046907]
10;[114, '993', 0.04807744074149216]
10;[115, '999', 0.047631821104734594]
10;[116, '337', 0.04751777002731251]
10;[117, '754', 0.04751127389417779]
10;[118, '648', 0.047466921220571695]
10;[119, '197', 0.04735014644505826]
10;[120, '733', 0.046837679813308]
10;[121, '1065', 0.046811245215225415]
10;[122, '276', 0.0466672255088196]
10;[123, '731', 0.04661895499506996]
10;[124, '1087', 0.046590390910935725]
10;[125, '550', 0.04656198912169088]
10;[126, '689', 0.046539214599318035]
10;[127, '1005', 0.046296513926022506]
10;[128, '63', 0.0459190335850526]
10;[129, '200', 0.045399889144585696]
10;[130, '1110', 0.04534748684988662]
10;[131, '330', 0.045284476219468836]
10;[132, '502', 0.044934711384024696]
10;[133, '812', 0.044821312205713226]
10;[134, '693', 0.04480553015420591]
10;[135, '964', 0.04478380437876944]
10;[136, '346', 0.04468508414088873]
10;[137, '295', 0.04452947370502703]
10;[138, '387', 0.04385762360288955]
10;[139, '969', 0.0436463423257218]
10;[140, '148', 0.043274689499793774]
10;[141, '402', 0.04295905846494669]
10;[142, '901', 0.04278932606383318]
10;[143, '350', 0.04271712707982044]
10;[144, '164', 0.042596853600377314]
10;[145, '177', 0.042410987716059126]
10;[146, '406', 0.04227783357056737]
10;[147, '899', 0.04214763575325258]
10;[148, '1145', 0.04208603305643271]
10;[149, '243', 0.041984572785928646]
10;[150, '146', 0.04184919861077287]
10;[151, '1213', 0.041828493669669335]
10;[152, '1017', 0.04182501415015146]
10;[153, '153', 0.041821137028629725]
10;[154, '905', 0.04180685688467422]
10;[155, '611', 0.04179613251540729]
10;[156, '218', 0.041695334783595925]
10;[157, '508', 0.041578677627090256]
10;[158, '118', 0.04119234231037313]
10;[159, '358', 0.04113997506663244]
10;[160, '677', 0.040911766959895]
10;[161, '189', 0.04047968869250929]
10;[162, '372', 0.04045685755256962]
10;[163, '803', 0.0402333022407257]
10;[164, '824', 0.04012619522353035]
10;[165, '882', 0.040025914765077435]
10;[166, '988', 0.03999879720294458]
10;[167, '998', 0.0397890396976315]
10;[168, '1118', 0.03950947659560064]
10;[169, '594', 0.03931303115968271]
10;[170, '162', 0.03927752734530736]
10;[171, '982', 0.03921116824233195]
10;[172, '302', 0.03919515315902721]
10;[173, '1227', 0.03918931865196065]
10;[174, '755', 0.0391373995795047]
10;[175, '524', 0.03898140388233253]
10;[176, '58', 0.03881951752000415]
10;[177, '1147', 0.038543655895826125]
10;[178, '994', 0.03851355553718721]
10;[179, '271', 0.03844603888135818]
10;[180, '673', 0.038415276490352646]
10;[181, '915', 0.03825743513390574]
10;[182, '435', 0.03817023286738769]
10;[183, '11', 0.03805878821084726]
10;[184, '1048', 0.03795020454891577]
10;[185, '51', 0.03778733709002497]
10;[186, '432', 0.037552769270284295]
10;[187, '244', 0.037545746195875605]
10;[188, '49', 0.03752264086846755]
10;[189, '903', 0.03741122768570432]
10;[190, '144', 0.03727713304179611]
10;[191, '176', 0.03723802966013546]
10;[192, '224', 0.037141491774196095]
10;[193, '798', 0.03704515213358995]
10;[194, '1144', 0.0366894746627863]
10;[195, '852', 0.03643472651300749]
10;[196, '968', 0.03625164251260627]
10;[197, '250', 0.03611500565061094]
10;[198, '1206', 0.03603144816793858]
10;[199, '427', 0.036022232695614186]
10;[200, '415', 0.03601201072906893]
10;[201, '279', 0.03599618251931094]
10;[202, '172', 0.03557332884768197]
10;[203, '599', 0.035388040347867036]
10;[204, '633', 0.035161283447745245]
10;[205, '1090', 0.035090896498070276]
10;[206, '384', 0.034764833984408536]
10;[207, '181', 0.03475128461120117]
10;[208, '813', 0.03465048848186466]
10;[209, '187', 0.034461961207546674]
10;[210, '1119', 0.0343192379213657]
10;[211, '962', 0.034305193058577856]
10;[212, '793', 0.034233514470966946]
10;[213, '1172', 0.034233116072321525]
10;[214, '501', 0.03407263857477354]
10;[215, '778', 0.03392181397386853]
10;[216, '102', 0.03390939498643904]
10;[217, '366', 0.0338551490703749]
10;[218, '239', 0.033805672427536404]
10;[219, '24', 0.0335914501221839]
10;[220, '986', 0.033583860954696114]
10;[221, '614', 0.033559861409110006]
10;[222, '67', 0.033436724890108016]
10;[223, '1205', 0.03333941084224125]
10;[224, '722', 0.03326764375688557]
10;[225, '88', 0.03305614663378144]
10;[226, '1016', 0.03275651167425432]
10;[227, '589', 0.03227613399028298]
10;[228, '1077', 0.03227404824044271]
10;[229, '1081', 0.0322066599833797]
10;[230, '1124', 0.03195618320989697]
10;[231, '465', 0.031843197091593056]
10;[232, '385', 0.03183590467259514]
10;[233, '242', 0.031773875380473784]
10;[234, '7', 0.031570518311584736]
10;[235, '1173', 0.031535691215462056]
10;[236, '980', 0.03152643461889016]
10;[237, '870', 0.03150469697229922]
10;[238, '411', 0.03130416351850271]
10;[239, '46', 0.031082149175016054]
10;[240, '363', 0.030792834358617932]
10;[241, '459', 0.03066996942205623]
10;[242, '1086', 0.030608217452779942]
10;[243, '421', 0.030074909904842646]
10;[244, '997', 0.029935043364744597]
10;[245, '851', 0.029808667053716882]
10;[246, '577', 0.029722078045012885]
10;[247, '1135', 0.029689983018751875]
10;[248, '1185', 0.02968162342493796]
10;[249, '711', 0.02951147421800399]
10;[250, '460', 0.02942461781245499]
10;[251, '422', 0.029350194500937912]
10;[252, '278', 0.029325666843774276]
10;[253, '293', 0.029209981873457747]
10;[254, '780', 0.029167515229094457]
10;[255, '639', 0.029162023514310655]
10;[256, '229', 0.02916024471943409]
10;[257, '935', 0.028722693461322998]
10;[258, '60', 0.02854565657067852]
10;[259, '928', 0.028515724349034422]
10;[260, '1082', 0.02850901370470183]
10;[261, '205', 0.02842269915491367]
10;[262, '320', 0.02834209715565292]
10;[263, '1104', 0.028333921805465307]
10;[264, '91', 0.02823805862530049]
10;[265, '352', 0.02817803668442607]
10;[266, '790', 0.028054015074976124]
10;[267, '641', 0.028052876484689522]
10;[268, '588', 0.02805109771059803]
10;[269, '511', 0.027797274336988125]
10;[270, '1050', 0.027752970473299235]
10;[271, '23', 0.027752085693510516]
10;[272, '440', 0.027677226771435054]
10;[273, '80', 0.027626385302387896]
10;[274, '1054', 0.02751852839475126]
10;[275, '860', 0.027333374579425265]
10;[276, '784', 0.027254604315786836]
10;[277, '726', 0.027089310992634147]
10;[278, '451', 0.027079330234499172]
10;[279, '1007', 0.02684070970403326]
10;[280, '1000', 0.026668355018143297]
10;[281, '1152', 0.02663525511148457]
10;[282, '479', 0.02652301838470999]
10;[283, '93', 0.026519065692797144]
10;[284, '528', 0.026269486721293145]
10;[285, '317', 0.02618419327296435]
10;[286, '314', 0.026078750143672752]
10;[287, '661', 0.026078688221669602]
10;[288, '100', 0.026065591799450682]
10;[289, '543', 0.02595027038816286]
10;[290, '204', 0.02586763374200433]
10;[291, '972', 0.02583483719883362]
10;[292, '193', 0.02571522602573495]
10;[293, '6', 0.025662995102748668]
10;[294, '1164', 0.025575385813629677]
10;[295, '484', 0.025529220640691238]
10;[296, '466', 0.025499567180425325]
10;[297, '1060', 0.025403075659477733]
10;[298, '563', 0.02533531331828881]
10;[299, '703', 0.02524923702725998]
10;[300, '383', 0.025221347230476424]
10;[301, '629', 0.025193778528505746]
10;[302, '26', 0.02515991242267412]
10;[303, '1067', 0.025153373198929355]
10;[304, '364', 0.02511547421758202]
10;[305, '82', 0.025050285161323686]
10;[306, '59', 0.02503035934858653]
10;[307, '1181', 0.02501534770278209]
10;[308, '769', 0.024973511076556744]
10;[309, '212', 0.024953910173723066]
10;[310, '160', 0.024952595569035632]
10;[311, '179', 0.024657099420232042]
10;[312, '397', 0.024647494517991482]
10;[313, '1232', 0.0245725310441678]
10;[314, '139', 0.02454642012388597]
10;[315, '217', 0.02449623141090319]
10;[316, '515', 0.02423615187004274]
10;[317, '737', 0.024217840292746082]
10;[318, '1161', 0.024195617284346455]
10;[319, '829', 0.02416731870365201]
10;[320, '960', 0.024103421784806317]
10;[321, '394', 0.024095207823719187]
10;[322, '800', 0.023886103170320756]
10;[323, '562', 0.0238569169151743]
10;[324, '231', 0.023657686833348672]
10;[325, '1168', 0.023592611616492155]
10;[326, '184', 0.023565275398586036]
10;[327, '185', 0.02342581226495422]
10;[328, '521', 0.023417797389828438]
10;[329, '322', 0.0232724334395712]
10;[330, '1068', 0.023263603566912403]
10;[331, '890', 0.02313132380789683]
10;[332, '288', 0.023128784190983402]
10;[333, '202', 0.023120919456026737]
10;[334, '469', 0.023013838050295606]
10;[335, '753', 0.02291892262159472]
10;[336, '650', 0.022900438301913784]
10;[337, '327', 0.022732885175639837]
10;[338, '513', 0.022725742437837343]
10;[339, '1224', 0.022702668673090617]
10;[340, '630', 0.022701767906270008]
10;[341, '174', 0.022654103737071562]
10;[342, '359', 0.02253829715114948]
10;[343, '859', 0.022388824085826698]
10;[344, '305', 0.0222998987681913]
10;[345, '98', 0.022216598707533147]
10;[346, '1075', 0.022111162484283124]
10;[347, '844', 0.022080224509239584]
10;[348, '30', 0.021984136778379616]
10;[349, '130', 0.021967237861522028]
10;[350, '916', 0.021931461264385818]
10;[351, '123', 0.021925080590082014]
10;[352, '8', 0.021917042762320517]
10;[353, '623', 0.021873218663615815]
