QueryNumber;DocInfos
7;[357, '322', 0.03344474474462284]
7;[358, '486', 0.033360949397861814]
7;[359, '947', 0.033340951845711994]
7;[360, '505', 0.03311698045177392]
7;[361, '792', 0.03303151172247717]
7;[362, '1138', 0.033026356838729135]
7;[363, '535', 0.03298049864451393]
7;[364, '477', 0.03292610770362263]
7;[365, '1037', 0.032906600390595536]
7;[366, '800', 0.032702432438072165]
7;[367, '229', 0.03270213360048074]
7;[368, '746', 0.032670672220234113]
7;[369, '1205', 0.03260213843789097]
7;[370, '18', 0.03260049225844018]
7;[371, '1077', 0.0325539670015079]
7;[372, '1227', 0.032523998272897515]
7;[373, '890', 0.03238717912394822]
7;[374, '1164', 0.032268232605071945]
7;[375, '1160', 0.03205238676962084]
7;[376, '951', 0.032018748594311475]
7;[377, '677', 0.03199022859840309]
7;[378, '1185', 0.03191863599938796]
7;[379, '1094', 0.03188834848374868]
7;[380, '1035', 0.031864166928005325]
7;[381, '842', 0.031696105867371586]
7;[382, '743', 0.03165992857566766]
7;[383, '653', 0.03135095910160575]
7;[384, '30', 0.031180007604372527]
7;[385, '777', 0.031107168367796683]
7;[386, '1007', 0.031065365558504858]
7;[387, '597', 0.031051309586789637]
7;[388, '1033', 0.030957723968906066]
7;[389, '611', 0.030942435923271536]
7;[390, '683', 0.03088745341445104]
7;[391, '1156', 0.0308649179484772]
7;[392, '857', 0.030799701952501715]
7;[393, '210', 0.030705186747935567]
7;[394, '914', 0.03069120540569995]
7;[395, '614', 0.030610902535355505]
7;[396, '640', 0.030609029056157297]
7;[397, '263', 0.030598627922766363]
7;[398, '206', 0.03035268436971531]
7;[399, '835', 0.030315454260923386]
7;[400, '643', 0.030184835831351772]
7;[401, '905', 0.03016848458886284]
7;[402, '22', 0.030115709863419566]
7;[403, '576', 0.030074396275647074]
7;[404, '953', 0.03001759823460331]
7;[405, '224', 0.029967890308012914]
7;[406, '1004', 0.029899816053419476]
7;[407, '1', 0.029738328436704778]
7;[408, '874', 0.029735971559221468]
7;[409, '1146', 0.02969215376782675]
7;[410, '1134', 0.029601843508712807]
7;[411, '1207', 0.029600257441076125]
7;[412, '1229', 0.029540747054322924]
7;[413, '1000', 0.0295335846226559]
7;[414, '594', 0.02947663109826666]
7;[415, '297', 0.02945515738269988]
7;[416, '588', 0.02926413832304271]
7;[417, '113', 0.029203578508556323]
7;[418, '402', 0.029122539259960493]
7;[419, '59', 0.029108105078885213]
7;[420, '1043', 0.02905466548295122]
7;[421, '587', 0.028953461531930576]
7;[422, '188', 0.028948925152885215]
7;[423, '657', 0.028881497349418434]
7;[424, '261', 0.028810011173239846]
7;[425, '763', 0.0286573707961843]
7;[426, '635', 0.02850851117371141]
7;[427, '1129', 0.02842537700584288]
7;[428, '559', 0.028369066854240704]
7;[429, '644', 0.028291647970589934]
7;[430, '814', 0.02812325794195233]
7;[431, '159', 0.0280821497825309]
7;[432, '1106', 0.027916673195058958]
7;[433, '1195', 0.02790961102702149]
7;[434, '292', 0.027880016873395107]
7;[435, '201', 0.02775759030178951]
7;[436, '1071', 0.027745870765807538]
7;[437, '546', 0.027672831996836327]
7;[438, '384', 0.027639418359083075]
7;[439, '571', 0.027573516491968927]
7;[440, '673', 0.02755535264770464]
7;[441, '45', 0.027544776048392273]
7;[442, '647', 0.027520633777052238]
7;[443, '1147', 0.027514182067923262]
7;[444, '338', 0.027503907288514876]
7;[445, '143', 0.02748339241580156]
7;[446, '1028', 0.02747851257555405]
7;[447, '751', 0.027313868635537336]
7;[448, '283', 0.0273108616122133]
7;[449, '458', 0.027210447654462063]
7;[450, '1044', 0.027163956900694442]
7;[451, '819', 0.027082890216336662]
7;[452, '695', 0.026780234814936937]
7;[453, '1118', 0.02676588007058947]
7;[454, '108', 0.026735039006480072]
7;[455, '134', 0.026713300464251466]
7;[456, '1151', 0.02668703430567578]
7;[457, '967', 0.026665761751326324]
7;[458, '903', 0.02656228263684875]
7;[459, '1038', 0.026453137840555585]
7;[460, '341', 0.0264521944618324]
7;[461, '915', 0.02622811762030358]
7;[462, '459', 0.02616762095146044]
7;[463, '549', 0.026163923838545575]
7;[464, '572', 0.025911442480228496]
7;[465, '630', 0.0258078003263203]
7;[466, '1127', 0.02578795270456176]
7;[467, '791', 0.025745831643860573]
7;[468, '734', 0.02574035751071969]
7;[469, '225', 0.025652486131610242]
7;[470, '920', 0.025642965628654868]
7;[471, '411', 0.025619578544728256]
7;[472, '114', 0.02552399383636049]
7;[473, '843', 0.02551812762608451]
7;[474, '992', 0.025517588004926914]
7;[475, '667', 0.025429215410142685]
7;[476, '243', 0.025387920795204317]
7;[477, '375', 0.025337867859787373]
7;[478, '1047', 0.025270125074842963]
7;[479, '216', 0.025142484326344982]
7;[480, '583', 0.025100658892915843]
7;[481, '1169', 0.025090825064856073]
7;[482, '561', 0.02502736555924005]
7;[483, '750', 0.025026599240498347]
7;[484, '205', 0.024932150772818545]
7;[485, '364', 0.024916655261727556]
7;[486, '907', 0.024858552679314215]
7;[487, '125', 0.024657407567609434]
7;[488, '424', 0.024594530818384117]
7;[489, '946', 0.024534450444849455]
7;[490, '524', 0.0244885506704855]
7;[491, '1130', 0.024304036079123636]
7;[492, '234', 0.024169475440864927]
7;[493, '427', 0.023956121592148636]
7;[494, '585', 0.023870372012035915]
7;[495, '1121', 0.023865234001760445]
7;[496, '999', 0.023808272423604535]
7;[497, '324', 0.023700153162169144]
7;[498, '963', 0.023671863682998912]
7;[499, '846', 0.023655554386892024]
7;[500, '806', 0.02363152969135048]
7;[501, '249', 0.023487163879531182]
7;[502, '1174', 0.023458655398152166]
7;[503, '451', 0.02339461566805597]
7;[504, '1141', 0.023390202668573265]
7;[505, '533', 0.02330828703618283]
7;[506, '691', 0.023173930959810858]
7;[507, '139', 0.02307793825128859]
7;[508, '758', 0.02306678627104331]
7;[509, '716', 0.02290637866487686]
7;[510, '222', 0.022832014245652107]
7;[511, '412', 0.0227024084013791]
7;[512, '250', 0.02266916824452071]
7;[513, '1105', 0.02262753683889961]
7;[514, '929', 0.02259480727915648]
7;[515, '793', 0.022579291070650535]
7;[516, '353', 0.02254835009197442]
7;[517, '887', 0.022508090468821698]
7;[518, '1232', 0.022462946501068125]
7;[519, '858', 0.022461100863260034]
7;[520, '149', 0.022379257257461992]
7;[521, '798', 0.022354462619482145]
7;[522, '335', 0.0223523845339167]
7;[523, '43', 0.022319582969882377]
7;[524, '1208', 0.022317051217433475]
7;[525, '1073', 0.02224430951885612]
7;[526, '290', 0.022207607017589986]
7;[527, '514', 0.02219648977703692]
7;[528, '813', 0.022128997421858435]
7;[529, '121', 0.022048079542740788]
7;[530, '378', 0.021960925718701133]
7;[531, '722', 0.02192126081662484]
7;[532, '575', 0.02190686789023577]
7;[533, '447', 0.02187619003314481]
7;[534, '278', 0.021794646192048593]
7;[535, '287', 0.021737942753194538]
7;[536, '674', 0.021699320038567286]
7;[537, '295', 0.021679456757170385]
7;[538, '1119', 0.021621633831581978]
7;[539, '574', 0.021605785637534194]
7;[540, '254', 0.021489425159292693]
7;[541, '326', 0.021486174249056078]
7;[542, '899', 0.0214618469160732]
7;[543, '693', 0.021448655321324412]
7;[544, '844', 0.02138663437788979]
7;[545, '32', 0.02135539973606813]
7;[546, '68', 0.021285753980710764]
7;[547, '823', 0.02127477299223563]
7;[548, '495', 0.021274396252755238]
7;[549, '1143', 0.02121707636227688]
7;[550, '407', 0.0211613181871743]
7;[551, '194', 0.021099027511626]
7;[552, '258', 0.021021612620418833]
7;[553, '987', 0.02099929105032989]
7;[554, '1100', 0.02097321091188174]
7;[555, '981', 0.020928864661692546]
7;[556, '7', 0.02092062439624692]
7;[557, '1055', 0.020833958041641523]
7;[558, '531', 0.020752307100351978]
7;[559, '778', 0.020752240732980376]
7;[560, '694', 0.020538514877447782]
7;[561, '35', 0.020456515200080534]
7;[562, '764', 0.020330416791125225]
7;[563, '277', 0.020324228867038437]
7;[564, '47', 0.020307823032188345]
7;[565, '709', 0.02030020138078727]
7;[566, '870', 0.02029276971430905]
7;[567, '525', 0.02026452707906254]
7;[568, '748', 0.020242385474680918]
7;[569, '422', 0.02023720347984847]
7;[570, '303', 0.02021773319387837]
7;[571, '962', 0.02011307928438832]
7;[572, '668', 0.020023970994705338]
7;[573, '732', 0.020010326460949277]
7;[574, '1026', 0.01998518629614286]
7;[575, '1051', 0.01992035991059418]
7;[576, '565', 0.019914629969933158]
7;[577, '101', 0.01985403760356831]
7;[578, '372', 0.019827308094401818]
7;[579, '811', 0.019809668208818926]
7;[580, '1010', 0.019782676921704833]
7;[581, '749', 0.019710556687905507]
7;[582, '436', 0.019657380525878794]
7;[583, '794', 0.019498091014058323]
7;[584, '1009', 0.01936649225644409]
7;[585, '460', 0.019341742675648164]
7;[586, '133', 0.01933042742357333]
7;[587, '400', 0.01929454183918679]
7;[588, '169', 0.019277574094034147]
7;[589, '94', 0.01922490286080884]
7;[590, '631', 0.019192669416261403]
7;[591, '1222', 0.01919194039474729]
7;[592, '928', 0.01916542021623244]
7;[593, '1109', 0.019151887116715182]
7;[594, '3', 0.01907557159066878]
7;[595, '467', 0.018901671678080507]
7;[596, '976', 0.018897725151973167]
7;[597, '1139', 0.01886055560328987]
7;[598, '517', 0.018855132209873258]
7;[599, '88', 0.018767794415698896]
7;[600, '260', 0.01876253606629502]
7;[601, '469', 0.018759671936141104]
7;[602, '1180', 0.018726632883225396]
7;[603, '445', 0.01868629577507733]
7;[604, '1188', 0.01867765235710093]
7;[605, '41', 0.018648372701300882]
7;[606, '892', 0.01860342864038695]
7;[607, '704', 0.018589848490453656]
7;[608, '582', 0.018573852675677252]
7;[609, '1104', 0.01853552464397978]
7;[610, '913', 0.018438864915494835]
7;[611, '983', 0.018424472736959227]
7;[612, '1135', 0.01832471837943246]
7;[613, '1082', 0.018225231300954287]
7;[614, '285', 0.018137829628514842]
7;[615, '1066', 0.018134999958888946]
7;[616, '397', 0.01813408137270725]
7;[617, '654', 0.01803465392784717]
7;[618, '956', 0.0180243408775365]
7;[619, '221', 0.017978968549094466]
7;[620, '578', 0.017923503802332503]
7;[621, '49', 0.017823136216711465]
7;[622, '1172', 0.017768094980928795]
7;[623, '860', 0.017764026638890974]
7;[624, '816', 0.017756174710563673]
7;[625, '1168', 0.017752210531516526]
7;[626, '1054', 0.017731128943531616]
7;[627, '183', 0.01770815670524548]
7;[628, '348', 0.017584959265983018]
7;[629, '719', 0.017577784997444907]
7;[630, '452', 0.017561288340759994]
7;[631, '696', 0.01752897592189388]
7;[632, '109', 0.017371426838122147]
7;[633, '1152', 0.017281648071025165]
7;[634, '453', 0.017199639341840586]
7;[635, '352', 0.017158169865466557]
7;[636, '973', 0.017147134136668706]
7;[637, '202', 0.017107834851843882]
7;[638, '489', 0.01710157817972454]
7;[639, '155', 0.01709758231555684]
7;[640, '208', 0.016993520347452006]
7;[641, '506', 0.016976300041755144]
7;[642, '472', 0.016831617281665774]
7;[643, '871', 0.016816236609087265]
7;[644, '895', 0.01677304382708927]
7;[645, '212', 0.016726024872403048]
7;[646, '414', 0.016703397105712284]
7;[647, '434', 0.01659160459200386]
7;[648, '100', 0.01657377836852732]
7;[649, '485', 0.016488050811472966]
7;[650, '238', 0.016464005767962836]
7;[651, '197', 0.01645708090648477]
7;[652, '841', 0.016352804645449373]
7;[653, '394', 0.016330175452324857]
7;[654, '543', 0.01630431869021507]
7;[655, '952', 0.0162789467829864]
7;[656, '184', 0.01627602682774202]
7;[657, '163', 0.01627197093769186]
7;[658, '825', 0.016248340437870854]
7;[659, '6', 0.016228754840286148]
7;[660, '1178', 0.016193912444570087]
7;[661, '214', 0.016125992709640952]
7;[662, '251', 0.016069123144569656]
7;[663, '1224', 0.016061365404507803]
7;[664, '1067', 0.016060140040264792]
7;[665, '730', 0.016020562093122758]
7;[666, '377', 0.015978645804928138]
7;[667, '380', 0.015924610795197292]
7;[668, '193', 0.015894590441399094]
7;[669, '179', 0.01584711758507113]
7;[670, '612', 0.015830618697668195]
7;[671, '494', 0.015717574940122932]
7;[672, '557', 0.015714162690151832]
7;[673, '573', 0.015658951519304385]
7;[674, '586', 0.015656390894663565]
7;[675, '879', 0.01563884683889554]
7;[676, '98', 0.015631428815105188]
7;[677, '85', 0.01558208524311059]
7;[678, '136', 0.015540500046543821]
7;[679, '1189', 0.015539374638942515]
7;[680, '646', 0.015481716540545941]
7;[681, '327', 0.015456778407960578]
7;[682, '562', 0.015449102613234346]
7;[683, '726', 0.01540242822828762]
7;[684, '1223', 0.015397597783381047]
7;[685, '410', 0.015394940930146282]
7;[686, '934', 0.01519624360066814]
7;[687, '831', 0.015150747461300169]
7;[688, '176', 0.015052154727550148]
7;[689, '1074', 0.015014965615991147]
7;[690, '686', 0.014984567941008173]
7;[691, '1162', 0.01497123867325607]
7;[692, '126', 0.014927246162853193]
7;[693, '71', 0.014830847546528289]
7;[694, '753', 0.014734806905188646]
7;[695, '713', 0.014693861170235276]
7;[696, '955', 0.014647568559097483]
7;[697, '1041', 0.014588841106399072]
7;[698, '211', 0.014461519495533207]
7;[699, '610', 0.014446655733375693]
7;[700, '859', 0.014417495017215842]
7;[701, '182', 0.01438217136921823]
7;[702, '1002', 0.014354487480884755]
7;[703, '650', 0.014242819945159217]
7;[704, '707', 0.014237481161314021]
7;[705, '741', 0.014202432933512959]
7;[706, '916', 0.014182322087173611]
7;[707, '130', 0.014173329152229071]
7;[708, '12', 0.014147971137937554]
7;[709, '847', 0.01410971054611071]
7;[710, '89', 0.014070551729705935]
7;[711, '174', 0.014052917288231128]
7;[712, '487', 0.013983358425984025]
7;[713, '1116', 0.01394834570965664]
7;[714, '770', 0.013926626902549092]
7;[715, '1203', 0.013755073071998357]
7;[716, '986', 0.013735044253620113]
7;[717, '438', 0.013711529909803384]
7;[718, '253', 0.013700314150654518]
7;[719, '388', 0.013688547263483931]
7;[720, '1179', 0.013675219583960216]
7;[721, '560', 0.013649115880719232]
7;[722, '1012', 0.013642901248779609]
7;[723, '931', 0.013569148810258872]
7;[724, '666', 0.013525814404413533]
7;[725, '1042', 0.013483533584707481]
7;[726, '286', 0.013466639151224808]
7;[727, '1017', 0.013430982931412655]
7;[728, '1102', 0.013421903384665219]
7;[729, '82', 0.013407752418673485]
7;[730, '1190', 0.013405024296181726]
7;[731, '509', 0.013384906189090282]
7;[732, '1230', 0.013347940792274422]
7;[733, '368', 0.013340011253303998]
7;[734, '291', 0.013300432680066821]
7;[735, '698', 0.01325841308216956]
7;[736, '849', 0.013219011138711009]
7;[737, '1003', 0.013052608314378671]
7;[738, '281', 0.012946361463487495]
7;[739, '935', 0.012868843584048585]
7;[740, '1210', 0.012853246312358036]
7;[741, '4', 0.012834338213604165]
7;[742, '315', 0.012686927091581283]
7;[743, '638', 0.012683709687531054]
7;[744, '1065', 0.012561325994918507]
7;[745, '1149', 0.012493468256319204]
7;[746, '520', 0.012430597678890423]
7;[747, '223', 0.012419740034768164]
7;[748, '833', 0.012414922460741508]
7;[749, '728', 0.012348170234895603]
7;[750, '215', 0.012241521102426458]
7;[751, '660', 0.012234562837861214]
7;[752, '912', 0.01212512365480524]
7;[753, '1021', 0.012047927402209327]
7;[754, '727', 0.011986855926021703]
7;[755, '570', 0.011956947983061201]
7;[756, '919', 0.011940128015249518]
7;[757, '927', 0.011924341573894302]
7;[758, '645', 0.011912299414189895]
7;[759, '391', 0.011817925077831602]
7;[760, '648', 0.011791757562062]
7;[761, '1031', 0.011739506482018063]
7;[762, '705', 0.011700927833119332]
7;[763, '1048', 0.011642171109035435]
7;[764, '83', 0.011629842196152854]
7;[765, '834', 0.011481474581022848]
7;[766, '602', 0.011453204021775453]
7;[767, '245', 0.011430273521369157]
7;[768, '416', 0.011414573957447374]
7;[769, '1163', 0.011363773925481527]
7;[770, '482', 0.011328640350889211]
7;[771, '714', 0.011245807208744968]
7;[772, '897', 0.011186480141447653]
7;[773, '504', 0.011156894156108595]
7;[774, '539', 0.011154062680892954]
7;[775, '821', 0.011127761880805902]
7;[776, '1039', 0.011122725707964383]
7;[777, '510', 0.011122460730203827]
7;[778, '515', 0.011100581225534116]
7;[779, '333', 0.010948053297129213]
7;[780, '331', 0.010863968758662567]
7;[781, '618', 0.010814513508478998]
7;[782, '740', 0.010754798337982742]
7;[783, '1204', 0.010733483490965406]
7;[784, '970', 0.010725508569941348]
7;[785, '552', 0.010582308736730661]
7;[786, '815', 0.01057824574450436]
7;[787, '78', 0.010509229298876663]
7;[788, '227', 0.010498476181818744]
7;[789, '507', 0.010470358119062525]
7;[790, '508', 0.010450250062306966]
7;[791, '91', 0.010430852053365545]
7;[792, '1235', 0.010401224612940676]
7;[793, '993', 0.01036156361569041]
7;[794, '449', 0.010314145188820876]
7;[795, '1125', 0.010276927025471054]
7;[796, '604', 0.0102719540536602]
7;[797, '301', 0.010267660504734936]
7;[798, '1199', 0.010227074650738214]
7;[799, '389', 0.010224330759652215]
7;[800, '1018', 0.010145917484457803]
7;[801, '31', 0.010043025308290803]
7;[802, '1091', 0.010028600373739566]
7;[803, '294', 0.01001943171789284]
7;[804, '994', 0.010000107994394884]
7;[805, '679', 0.009964135484836219]
7;[806, '782', 0.009956630075075351]
7;[807, '684', 0.009916791659298695]
7;[808, '826', 0.009732738145292942]
7;[809, '542', 0.009721681234601109]
7;[810, '651', 0.009699536656449665]
7;[811, '1214', 0.009671070721967158]
7;[812, '968', 0.00966276930048034]
7;[813, '1059', 0.0096348370675112]
7;[814, '178', 0.009582451584082363]
7;[815, '954', 0.009553965756588999]
7;[816, '944', 0.009537860122250967]
7;[817, '200', 0.009528310551036489]
7;[818, '884', 0.009490206805471335]
7;[819, '942', 0.009442612544360376]
7;[820, '135', 0.009366121158681713]
7;[821, '446', 0.009345172457333722]
7;[822, '90', 0.009319785828427721]
7;[823, '518', 0.009288533373626643]
7;[824, '579', 0.00925789406421034]
7;[825, '262', 0.009247180591723785]
7;[826, '340', 0.009229510339117845]
7;[827, '289', 0.009228663662615084]
7;[828, '672', 0.009081693659134929]
7;[829, '628', 0.009049352165450086]
7;[830, '555', 0.009000596120895177]
7;[831, '236', 0.008970144083197556]
7;[832, '965', 0.008840862964335833]
7;[833, '48', 0.008822756890079003]
7;[834, '10', 0.008809005730468411]
7;[835, '104', 0.00878562684831321]
7;[836, '468', 0.008764562773270061]
7;[837, '282', 0.008762062911158271]
7;[838, '470', 0.0087441808761867]
7;[839, '519', 0.008695364572691081]
7;[840, '775', 0.008603330771555636]
7;[841, '923', 0.008569826095805453]
7;[842, '818', 0.008568421346864849]
7;[843, '480', 0.008541345950178076]
7;[844, '1114', 0.008476519439251682]
7;[845, '700', 0.00846739156633835]
7;[846, '323', 0.00843119309302211]
7;[847, '906', 0.008381232506400015]
7;[848, '232', 0.00831903428230242]
7;[849, '601', 0.008313555657850039]
7;[850, '339', 0.008299268862464269]
7;[851, '64', 0.008198120248729266]
7;[852, '866', 0.0081656470260688]
7;[853, '1015', 0.00815235504403944]
7;[854, '538', 0.008144077033421033]
7;[855, '836', 0.008129751872269]
7;[856, '802', 0.008116307978559782]
7;[857, '325', 0.007956189345200591]
7;[858, '868', 0.007927292258211547]
7;[859, '745', 0.00789135051305936]
7;[860, '772', 0.00782252788854232]
7;[861, '678', 0.007821566354766045]
7;[862, '37', 0.007820616008464782]
7;[863, '42', 0.007793166359619609]
7;[864, '762', 0.007778937062415887]
7;[865, '475', 0.0077321900223746845]
7;[866, '111', 0.007662258311308195]
7;[867, '808', 0.007659461711688791]
7;[868, '180', 0.007636679587132606]
7;[869, '1101', 0.007605411577834778]
7;[870, '74', 0.007571210563648281]
7;[871, '785', 0.007453878547715233]
7;[872, '687', 0.007423089163778942]
7;[873, '617', 0.007396168422012604]
7;[874, '1040', 0.007300216293358437]
7;[875, '1155', 0.007262567868224618]
7;[876, '1070', 0.0071607655396909616]
7;[877, '1014', 0.007149508892607717]
7;[878, '156', 0.007039212166476687]
7;[879, '46', 0.007030062804016614]
7;[880, '1103', 0.007023488878604628]
7;[881, '373', 0.006946718746842238]
7;[882, '669', 0.006927879072733983]
7;[883, '370', 0.006924686170094027]
7;[884, '359', 0.0069219013424494874]
7;[885, '889', 0.006886232086729613]
7;[886, '744', 0.006886013122294252]
7;[887, '73', 0.006863363780951414]
7;[888, '237', 0.006841742176322925]
7;[889, '433', 0.006821360053127905]
7;[890, '888', 0.0068046129309823206]
7;[891, '945', 0.006781168844814339]
7;[892, '311', 0.006720430966323133]
7;[893, '345', 0.006625546326474383]
7;[894, '922', 0.006621067110975633]
7;[895, '361', 0.00659579752029221]
7;[896, '8', 0.006526596006636872]
7;[897, '649', 0.006466852682177986]
7;[898, '703', 0.006435259826902863]
7;[899, '863', 0.006363863962390073]
7;[900, '626', 0.006356975687341756]
7;[901, '93', 0.006236397949890711]
7;[902, '474', 0.006229491971513376]
7;[903, '27', 0.006218886167373739]
7;[904, '1220', 0.00616642213345128]
7;[905, '757', 0.00609710909326706]
7;[906, '61', 0.006085592692368349]
7;[907, '21', 0.00608556195670735]
7;[908, '532', 0.006068336580294512]
7;[909, '84', 0.006034867798856257]
7;[910, '1218', 0.005941270422520232]
7;[911, '736', 0.005799873292970134]
7;[912, '1226', 0.005731181187686127]
7;[913, '396', 0.005719326424965622]
7;[914, '733', 0.005664981021834081]
7;[915, '50', 0.005659263112556473]
7;[916, '1095', 0.005581752833360869]
7;[917, '937', 0.0055772975621773]
7;[918, '872', 0.005552382077953602]
7;[919, '759', 0.005522148007046698]
7;[920, '252', 0.005508671723134368]
7;[921, '1120', 0.005496061362921383]
7;[922, '1032', 0.005443937483437038]
7;[923, '670', 0.005425017796939744]
7;[924, '386', 0.005404527953775388]
7;[925, '771', 0.005364120738074181]
7;[926, '274', 0.005353124343792934]
7;[927, '148', 0.005316843848619718]
7;[928, '605', 0.005247238035682725]
7;[929, '902', 0.005232853854192366]
7;[930, '1052', 0.005220113366783667]
7;[931, '454', 0.005204786762746029]
7;[932, '92', 0.0051952876656253975]
7;[933, '1212', 0.005180167750421617]
7;[934, '636', 0.005151887248553595]
7;[935, '146', 0.005151002161603203]
7;[936, '1093', 0.005132084693606319]
7;[937, '752', 0.005111615742110421]
7;[938, '15', 0.00511022061017384]
7;[939, '235', 0.005037572746270894]
7;[940, '718', 0.00498866614990556]
7;[941, '731', 0.004955121550588076]
7;[942, '1113', 0.004949224698221891]
7;[943, '69', 0.004938373567201267]
7;[944, '13', 0.004914085203651983]
7;[945, '598', 0.004893986397774445]
7;[946, '110', 0.0048769864502179044]
7;[947, '659', 0.004853938544496479]
7;[948, '584', 0.004829461186857456]
7;[949, '717', 0.0047976602779170804]
7;[950, '72', 0.004722322902941795]
7;[951, '569', 0.004627463165068121]
7;[952, '832', 0.004616371791365089]
7;[953, '86', 0.00461041235191146]
7;[954, '838', 0.004563793605439994]
7;[955, '1085', 0.004514742593115156]
7;[956, '443', 0.004482391124068421]
7;[957, '276', 0.0044558937522740415]
7;[958, '855', 0.004433513211786215]
7;[959, '773', 0.0043569069611385566]
7;[960, '898', 0.004356104729626934]
7;[961, '822', 0.00431704043068775]
7;[962, '296', 0.004201515364292273]
7;[963, '67', 0.004156928428250709]
7;[964, '316', 0.004153362100946196]
7;[965, '1096', 0.004133301396891066]
7;[966, '408', 0.0040697310848924195]
7;[967, '1128', 0.004046616132986216]
7;[968, '1115', 0.003998224664680828]
7;[969, '599', 0.003993330852579171]
7;[970, '457', 0.003957853415291846]
7;[971, '5', 0.003957750192946479]
7;[972, '95', 0.003922973207170708]
7;[973, '933', 0.003837441056381158]
7;[974, '432', 0.0038196327580215157]
7;[975, '342', 0.0037502442159927456]
7;[976, '430', 0.0036679051676843993]
7;[977, '363', 0.0036533854223012386]
7;[978, '34', 0.0035856545574363243]
7;[979, '862', 0.003500177488981595]
7;[980, '40', 0.0034483600997225394]
7;[981, '591', 0.0033387305335642087]
7;[982, '300', 0.0033057978798680387]
7;[983, '440', 0.003300381834861539]
7;[984, '990', 0.003283948427993483]
7;[985, '781', 0.003235553770647485]
7;[986, '706', 0.0031953681254839723]
7;[987, '203', 0.0031360947885092265]
7;[988, '267', 0.00313597159762188]
7;[989, '876', 0.0029710427806568973]
7;[990, '1140', 0.0029110984464062336]
7;[991, '1083', 0.00281288147327098]
7;[992, '360', 0.0025933885625044452]
7;[993, '248', 0.002581643261240133]
7;[994, '123', 0.002480882888943789]
7;[995, '484', 0.0024787381932933374]
7;[996, '1034', 0.0024170579774255864]
7;[997, '393', 0.0021490531589652396]
7;[998, '742', 0.0020326535939372255]
8;[1, '160', 0.224103794931376]
8;[2, '761', 0.16061010771112988]
8;[3, '1170', 0.12868643974526184]
8;[4, '531', 0.1272390457555957]
8;[5, '624', 0.12348982227573317]
8;[6, '1030', 0.12061911923414223]
8;[7, '233', 0.11252861074697222]
8;[8, '297', 0.10896664716009345]
8;[9, '166', 0.10704830781546155]
8;[10, '437', 0.10400240366353047]
8;[11, '192', 0.10293550033574599]
8;[12, '417', 0.10253662368332274]
8;[13, '11', 0.10213829430150942]
8;[14, '322', 0.09587362169412378]
8;[15, '439', 0.0950712563693284]
8;[16, '65', 0.094928487555054]
8;[17, '173', 0.09395310731349965]
8;[18, '118', 0.09341391827109982]
8;[19, '853', 0.08710133181121311]
8;[20, '773', 0.08388391252279598]
8;[21, '210', 0.0823935234847442]
8;[22, '32', 0.08076261288880407]
8;[23, '1067', 0.08049751714537128]
8;[24, '754', 0.07889252976996908]
8;[25, '958', 0.07771391932914963]
8;[26, '35', 0.07736317926972332]
8;[27, '711', 0.07625011656182708]
8;[28, '912', 0.07596776451243353]
8;[29, '124', 0.07486702413652735]
8;[30, '353', 0.07433385728024866]
8;[31, '834', 0.07368461295881822]
8;[32, '1206', 0.07319640561895581]
8;[33, '138', 0.07273856863018695]
8;[34, '736', 0.07267610971500386]
8;[35, '590', 0.07176887294101543]
8;[36, '980', 0.07166727763023498]
8;[37, '655', 0.07127552034113477]
8;[38, '733', 0.0709858235653612]
8;[39, '1', 0.07073753253699296]
8;[40, '1053', 0.07012276498034802]
8;[41, '307', 0.07008820470163324]
8;[42, '1080', 0.06941470524981974]
8;[43, '541', 0.06931666277603626]
8;[44, '930', 0.06930460771856778]
8;[45, '51', 0.06920159696112653]
8;[46, '401', 0.0690675467809078]
8;[47, '926', 0.06890376842413436]
8;[48, '765', 0.06800457257278002]
8;[49, '381', 0.06794114398177767]
8;[50, '218', 0.06768834525115322]
8;[51, '148', 0.06662344285144711]
8;[52, '25', 0.06636525595130548]
8;[53, '589', 0.06633808059600618]
8;[54, '974', 0.06620150626324803]
8;[55, '356', 0.06589751735029568]
8;[56, '308', 0.06578239078200943]
8;[57, '154', 0.06548774993399346]
8;[58, '529', 0.0651654052726751]
8;[59, '528', 0.06431265924829047]
8;[60, '1161', 0.06396698521137821]
8;[61, '1117', 0.06380312113292165]
8;[62, '442', 0.06341955662593625]
8;[63, '523', 0.06333470665678463]
8;[64, '766', 0.06297763348990203]
8;[65, '851', 0.06270086752138608]
8;[66, '1202', 0.062462770457327364]
8;[67, '336', 0.06175829006762995]
8;[68, '265', 0.061658469477045896]
8;[69, '769', 0.06116083352233869]
8;[70, '87', 0.06102206872054068]
8;[71, '105', 0.0608904752572553]
8;[72, '571', 0.060668445479086036]
8;[73, '1209', 0.06014287092823616]
8;[74, '269', 0.0598462942921989]
8;[75, '420', 0.05963035866285184]
8;[76, '55', 0.05924753462194398]
8;[77, '289', 0.05922675744375705]
8;[78, '346', 0.059144338189473546]
8;[79, '690', 0.05883493461391659]
8;[80, '534', 0.057915622669621795]
8;[81, '80', 0.05782970096219927]
8;[82, '1037', 0.05763071749262483]
8;[83, '33', 0.057191432419414275]
8;[84, '246', 0.05697288568818913]
8;[85, '1159', 0.05665281328240132]
